Unnamed: 0,images_path,masks_path
51948,d:\s3_dataset_entire\S3_entire-dataset\1713531812_84f34c3829224bebac4bda90340f03e4\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1713531812_84f34c3829224bebac4bda90340f03e4\mask\mask.png
51954,d:\s3_dataset_entire\S3_entire-dataset\1702636065_85d9e6264093407abe1713dcb72e6d30\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702636065_85d9e6264093407abe1713dcb72e6d30\mask\mask.png
51962,d:\s3_dataset_entire\S3_entire-dataset\1708503362_b41979cff4d54e08be3edcd5b9a14fac\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1708503362_b41979cff4d54e08be3edcd5b9a14fac\mask\mask.png
51976,d:\s3_dataset_entire\S3_entire-dataset\1709828066_dcdd1544891a401998c741acafdfdb09\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1709828066_dcdd1544891a401998c741acafdfdb09\mask\mask.png
51979,d:\s3_dataset_entire\S3_entire-dataset\1707827679_34c7a694f5c842f3a732ea0d71d871b2\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707827679_34c7a694f5c842f3a732ea0d71d871b2\mask\mask.png
51981,d:\s3_dataset_entire\S3_entire-dataset\1702898278_b77a771961664fb8bed3222795465631\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702898278_b77a771961664fb8bed3222795465631\mask\mask.png
51999,d:\s3_dataset_entire\S3_entire-dataset\1703667143_9c8f4160fb074d21827b521a9f6f1bd6\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703667143_9c8f4160fb074d21827b521a9f6f1bd6\mask\mask.png
52015,d:\s3_dataset_entire\S3_entire-dataset\1709816736_bb53304df17e4a9dad679e36f1cbac9e\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1709816736_bb53304df17e4a9dad679e36f1cbac9e\mask\mask.png
52023,d:\s3_dataset_entire\S3_entire-dataset\1702984304_36c958acd71a4e358f3ee269c7a4b81f\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702984304_36c958acd71a4e358f3ee269c7a4b81f\mask\mask.png
52024,d:\s3_dataset_entire\S3_entire-dataset\1702982215_3f5dbde8d7e34608a7233422a4f9477c\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702982215_3f5dbde8d7e34608a7233422a4f9477c\mask\mask.png
52026,d:\s3_dataset_entire\S3_entire-dataset\1709298839_0f6ab1e19fdc41d7bbf117ba0fcd8266\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1709298839_0f6ab1e19fdc41d7bbf117ba0fcd8266\mask\mask.png
52030,d:\s3_dataset_entire\S3_entire-dataset\1708522857_26b5aced9ed34291aa83c4cee1da5210\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1708522857_26b5aced9ed34291aa83c4cee1da5210\mask\mask.png
52043,d:\s3_dataset_entire\S3_entire-dataset\1706600463_05c048d36b22412cba8caa8dcbbfd2f0\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706600463_05c048d36b22412cba8caa8dcbbfd2f0\mask\mask.png
52046,d:\s3_dataset_entire\S3_entire-dataset\1700602208_2f9c72b51ffe448c87b44010b378460f\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1700602208_2f9c72b51ffe448c87b44010b378460f\mask\mask.png
52047,d:\s3_dataset_entire\S3_entire-dataset\1707913786_99c526a4b3014eabb0f79230b2e1f6d1\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707913786_99c526a4b3014eabb0f79230b2e1f6d1\mask\mask.png
52057,d:\s3_dataset_entire\S3_entire-dataset\1709201639_68c6526937c642ecabafb4f2be6f8f63\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1709201639_68c6526937c642ecabafb4f2be6f8f63\mask\mask.png
52058,d:\s3_dataset_entire\S3_entire-dataset\1690888058_edd4d80e4e56495ca6d6260c282a3b20\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690888058_edd4d80e4e56495ca6d6260c282a3b20\mask\mask.png
52063,d:\s3_dataset_entire\S3_entire-dataset\1697545486_9ee5d82b19e84abdbf7db2bb80b54f03\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1697545486_9ee5d82b19e84abdbf7db2bb80b54f03\mask\mask.png
52075,d:\s3_dataset_entire\S3_entire-dataset\1710924962_3a675f789d49407da935b880ee31cb0c\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1710924962_3a675f789d49407da935b880ee31cb0c\mask\mask.png
52080,d:\s3_dataset_entire\S3_entire-dataset\1706188148_b4eb0b3f887144968e962398969dc009\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706188148_b4eb0b3f887144968e962398969dc009\mask\mask.png
52089,d:\s3_dataset_entire\S3_entire-dataset\1701941905_a14147c8cda34a1ab71ddb6521ffc5c0\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701941905_a14147c8cda34a1ab71ddb6521ffc5c0\mask\mask.png
52099,d:\s3_dataset_entire\S3_entire-dataset\1704184927_ad421e3fa15e478bacb80dced7c68797\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704184927_ad421e3fa15e478bacb80dced7c68797\mask\mask.png
52106,d:\s3_dataset_entire\S3_entire-dataset\1702989680_f1605c69135741c4927a6e5104d18bfc\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702989680_f1605c69135741c4927a6e5104d18bfc\mask\mask.png
52116,d:\s3_dataset_entire\S3_entire-dataset\1711532025_c65794ea81be427099e673f283fed6c7\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1711532025_c65794ea81be427099e673f283fed6c7\mask\mask.png
52118,d:\s3_dataset_entire\S3_entire-dataset\1707125208_890d466c677c47a2b77d5061fb14f227\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707125208_890d466c677c47a2b77d5061fb14f227\mask\mask.png
52124,d:\s3_dataset_entire\S3_entire-dataset\1705480902_1cb0bc9b31c14de8bf0a993f760bb8f4\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705480902_1cb0bc9b31c14de8bf0a993f760bb8f4\mask\mask.png
52130,d:\s3_dataset_entire\S3_entire-dataset\1705064743_a4613c64a1dd42b5af6e2a162cbe591a\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705064743_a4613c64a1dd42b5af6e2a162cbe591a\mask\mask.png
52138,d:\s3_dataset_entire\S3_entire-dataset\1707305741_09213dc5617548018dd7f5554c480de1\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707305741_09213dc5617548018dd7f5554c480de1\mask\mask.png
52140,d:\s3_dataset_entire\S3_entire-dataset\1709202347_f6a093be43f7459d8f83d8363f761520\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1709202347_f6a093be43f7459d8f83d8363f761520\mask\mask.png
52144,d:\s3_dataset_entire\S3_entire-dataset\1701763792_690ed8a1176d4590aa6bf0f1205b28a1\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701763792_690ed8a1176d4590aa6bf0f1205b28a1\mask\mask.png
52150,d:\s3_dataset_entire\S3_entire-dataset\1712921400_af8d310f791840e9a806dbf9290686ec\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1712921400_af8d310f791840e9a806dbf9290686ec\mask\mask.png
52155,d:\s3_dataset_entire\S3_entire-dataset\1699390821_926e35610f6c4b0c9f3ae5bd0f0cbe37\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1699390821_926e35610f6c4b0c9f3ae5bd0f0cbe37\mask\mask.png
52166,d:\s3_dataset_entire\S3_entire-dataset\1702904393_e56fc821a049476ab7a90b7dc1b1fe0f\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702904393_e56fc821a049476ab7a90b7dc1b1fe0f\mask\mask.png
52173,d:\s3_dataset_entire\S3_entire-dataset\1710226425_f5358a7d72ea4702a739a57602011b82\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1710226425_f5358a7d72ea4702a739a57602011b82\mask\mask.png
52183,d:\s3_dataset_entire\S3_entire-dataset\1706878161_7e328fd0ea024db69d94824beffa91a6\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706878161_7e328fd0ea024db69d94824beffa91a6\mask\mask.png
52194,d:\s3_dataset_entire\S3_entire-dataset\1700133011_adcdbf81a5bc460fbd8d858255403872\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1700133011_adcdbf81a5bc460fbd8d858255403872\mask\mask.png
52197,d:\s3_dataset_entire\S3_entire-dataset\1706514179_7056784b00fe44c7a8fe85b2d77eb401\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706514179_7056784b00fe44c7a8fe85b2d77eb401\mask\mask.png
52200,d:\s3_dataset_entire\S3_entire-dataset\1711529579_0205f1ca05254b17ba7c16960a2df3ca\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1711529579_0205f1ca05254b17ba7c16960a2df3ca\mask\mask.png
52202,d:\s3_dataset_entire\S3_entire-dataset\1710931587_0f2c67a5d7184f5d9331b2c475f1edbf\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1710931587_0f2c67a5d7184f5d9331b2c475f1edbf\mask\mask.png
52208,d:\s3_dataset_entire\S3_entire-dataset\1704972418_2e684137aaa64375a3143b0a357d9944\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704972418_2e684137aaa64375a3143b0a357d9944\mask\mask.png
52227,d:\s3_dataset_entire\S3_entire-dataset\1693904848_c042076dd83c44a2b9aba243220069f4\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1693904848_c042076dd83c44a2b9aba243220069f4\mask\mask.png
52231,d:\s3_dataset_entire\S3_entire-dataset\1692868624_0c2497b6991943d78e034689997d75c2\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1692868624_0c2497b6991943d78e034689997d75c2\mask\mask.png
52240,d:\s3_dataset_entire\S3_entire-dataset\1701069337_5b102756253d4b6ba2ae6f75197cd569\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701069337_5b102756253d4b6ba2ae6f75197cd569\mask\mask.png
52247,d:\s3_dataset_entire\S3_entire-dataset\1704175125_e962c81db83648e29f6a72c098bb3499\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704175125_e962c81db83648e29f6a72c098bb3499\mask\mask.png
52257,d:\s3_dataset_entire\S3_entire-dataset\1690895498_9d014c64e7d3498995c5b0c93fd3e229\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690895498_9d014c64e7d3498995c5b0c93fd3e229\mask\mask.png
52267,d:\s3_dataset_entire\S3_entire-dataset\1703071747_6fa5d32cfab3404aa22e17dc231e49d5\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703071747_6fa5d32cfab3404aa22e17dc231e49d5\mask\mask.png
52272,d:\s3_dataset_entire\S3_entire-dataset\1692829913_7e02f296cf9447c4882ef367b9411d2d\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1692829913_7e02f296cf9447c4882ef367b9411d2d\mask\mask.png
52288,d:\s3_dataset_entire\S3_entire-dataset\1702382341_15475edd4a9a4d778ba9c8dc962f5bd2\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702382341_15475edd4a9a4d778ba9c8dc962f5bd2\mask\mask.png
52302,d:\s3_dataset_entire\S3_entire-dataset\1707636764_146bf60371ca486aa5fd39c031ce540e\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707636764_146bf60371ca486aa5fd39c031ce540e\mask\mask.png
52315,d:\s3_dataset_entire\S3_entire-dataset\1697392133_737ef8fa3b794462b3bd75ff51328aa6\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1697392133_737ef8fa3b794462b3bd75ff51328aa6\mask\mask.png
52326,d:\s3_dataset_entire\S3_entire-dataset\1705572420_bb83ed9a217c4f57a858bfa31a5efb42\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705572420_bb83ed9a217c4f57a858bfa31a5efb42\mask\mask.png
52328,d:\s3_dataset_entire\S3_entire-dataset\1709025996_50c83eefd5494f2589bfcedee875b037\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1709025996_50c83eefd5494f2589bfcedee875b037\mask\mask.png
52330,d:\s3_dataset_entire\S3_entire-dataset\1703161347_fed9233f7d0c4761bf73d7246e1032c6\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703161347_fed9233f7d0c4761bf73d7246e1032c6\mask\mask.png
52344,d:\s3_dataset_entire\S3_entire-dataset\1707388008_44dfc354990c434395513923f47e6597\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707388008_44dfc354990c434395513923f47e6597\mask\mask.png
52364,d:\s3_dataset_entire\S3_entire-dataset\1699953199_6fb21905ca9c4cdea39102c5a1572ba2\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1699953199_6fb21905ca9c4cdea39102c5a1572ba2\mask\mask.png
52365,d:\s3_dataset_entire\S3_entire-dataset\1713179390_73cb888f36f64c54ba3203f3ab516740\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1713179390_73cb888f36f64c54ba3203f3ab516740\mask\mask.png
52372,d:\s3_dataset_entire\S3_entire-dataset\1704809616_3e02121a13a5483987c92cdf165259f0\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704809616_3e02121a13a5483987c92cdf165259f0\mask\mask.png
52390,d:\s3_dataset_entire\S3_entire-dataset\1700826598_7b92c6e804fa414aabc21dec11124800\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1700826598_7b92c6e804fa414aabc21dec11124800\mask\mask.png
52392,d:\s3_dataset_entire\S3_entire-dataset\1705656043_67ee8d95637347418b98b3b9ed7cdf13\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705656043_67ee8d95637347418b98b3b9ed7cdf13\mask\mask.png
52394,d:\s3_dataset_entire\S3_entire-dataset\1690367276_9aceca6b9fbc4890b594c2b8dc03a8b4\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690367276_9aceca6b9fbc4890b594c2b8dc03a8b4\mask\mask.png
52395,d:\s3_dataset_entire\S3_entire-dataset\1692976845_8bf034deb38e4a7287eddc6d277a63b6\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1692976845_8bf034deb38e4a7287eddc6d277a63b6\mask\mask.png
52398,d:\s3_dataset_entire\S3_entire-dataset\1701945179_d37d4f6754e2406f82c4b610f8c30259\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701945179_d37d4f6754e2406f82c4b610f8c30259\mask\mask.png
52417,d:\s3_dataset_entire\S3_entire-dataset\1703071251_c579b68d6bec469f987ebead8a7f479e\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703071251_c579b68d6bec469f987ebead8a7f479e\mask\mask.png
52419,d:\s3_dataset_entire\S3_entire-dataset\1707820136_e1cd2962fd38456bb7ae17aa73fffd27\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707820136_e1cd2962fd38456bb7ae17aa73fffd27\mask\mask.png
52426,d:\s3_dataset_entire\S3_entire-dataset\1707765793_c5bba1f3fa5241228cee5803273127af\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707765793_c5bba1f3fa5241228cee5803273127af\mask\mask.png
52432,d:\s3_dataset_entire\S3_entire-dataset\1708696450_5efaa77050f4445182c781aa41cb5d73\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1708696450_5efaa77050f4445182c781aa41cb5d73\mask\mask.png
52433,d:\s3_dataset_entire\S3_entire-dataset\1690890609_585c1530ac3b4775ac0b6b39d627fffa\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690890609_585c1530ac3b4775ac0b6b39d627fffa\mask\mask.png
52437,d:\s3_dataset_entire\S3_entire-dataset\1704872983_16b445a1c19043828b56138981d11c39\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704872983_16b445a1c19043828b56138981d11c39\mask\mask.png
52444,d:\s3_dataset_entire\S3_entire-dataset\1700123108_2ae5bbb56e5f46d59f493659ce538c00\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1700123108_2ae5bbb56e5f46d59f493659ce538c00\mask\mask.png
52445,d:\s3_dataset_entire\S3_entire-dataset\1699390629_74ad247e4d6945d98390857166b22fdb\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1699390629_74ad247e4d6945d98390857166b22fdb\mask\mask.png
52452,d:\s3_dataset_entire\S3_entire-dataset\1699953836_654b9510aced4d339b397643c9a9426e\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1699953836_654b9510aced4d339b397643c9a9426e\mask\mask.png
52470,d:\s3_dataset_entire\S3_entire-dataset\1704558452_d57bf5cd44e346d18d9e133da13ac9fe\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704558452_d57bf5cd44e346d18d9e133da13ac9fe\mask\mask.png
52473,d:\s3_dataset_entire\S3_entire-dataset\1689232295_2b5f6393774f431eaabc93f6a0d1a988\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1689232295_2b5f6393774f431eaabc93f6a0d1a988\mask\mask.png
52482,d:\s3_dataset_entire\S3_entire-dataset\1707396534_69b113d3ae62481e9cd970578b294e13\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707396534_69b113d3ae62481e9cd970578b294e13\mask\mask.png
52492,d:\s3_dataset_entire\S3_entire-dataset\1711440220_3f616c9255a7415c8d6727965d82f97a\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1711440220_3f616c9255a7415c8d6727965d82f97a\mask\mask.png
52494,d:\s3_dataset_entire\S3_entire-dataset\1706088625_f57d6338d24c46d0ac4848acf15ae22c\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706088625_f57d6338d24c46d0ac4848acf15ae22c\mask\mask.png
52500,d:\s3_dataset_entire\S3_entire-dataset\1707808728_23ea434d616b414dbd4bf911de98ea0f\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707808728_23ea434d616b414dbd4bf911de98ea0f\mask\mask.png
52515,d:\s3_dataset_entire\S3_entire-dataset\1713439619_fda0508c3d524ca69634cfdd0ca3a427\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1713439619_fda0508c3d524ca69634cfdd0ca3a427\mask\mask.png
52523,d:\s3_dataset_entire\S3_entire-dataset\1703619898_f401528252544ea4b81bbf33eb49dcde\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703619898_f401528252544ea4b81bbf33eb49dcde\mask\mask.png
52535,d:\s3_dataset_entire\S3_entire-dataset\1707991756_bbd0f617eaab42cdbbb8e088a66e80bc\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707991756_bbd0f617eaab42cdbbb8e088a66e80bc\mask\mask.png
52539,d:\s3_dataset_entire\S3_entire-dataset\1704370346_c7d3fde994014310bae090e02a4ec9ff\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704370346_c7d3fde994014310bae090e02a4ec9ff\mask\mask.png
52548,d:\s3_dataset_entire\S3_entire-dataset\1692815373_900e110a3de04c439324421da337c128\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1692815373_900e110a3de04c439324421da337c128\mask\mask.png
52549,d:\s3_dataset_entire\S3_entire-dataset\1702784795_5bd1f510a0034d5bb1e847bd94beff02\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702784795_5bd1f510a0034d5bb1e847bd94beff02\mask\mask.png
52550,d:\s3_dataset_entire\S3_entire-dataset\1701078657_b207a18b84e74cab8e4962db0722b58f\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701078657_b207a18b84e74cab8e4962db0722b58f\mask\mask.png
52564,d:\s3_dataset_entire\S3_entire-dataset\1713879919_cf1567d621754e23b735d04f1db6dc8d\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1713879919_cf1567d621754e23b735d04f1db6dc8d\mask\mask.png
52578,d:\s3_dataset_entire\S3_entire-dataset\1713860421_bc89c5202389423487bb487f644e3142\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1713860421_bc89c5202389423487bb487f644e3142\mask\mask.png
52584,d:\s3_dataset_entire\S3_entire-dataset\1703695204_dce5beebcb804f7a96333343e71662dc\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703695204_dce5beebcb804f7a96333343e71662dc\mask\mask.png
52589,d:\s3_dataset_entire\S3_entire-dataset\1713369352_92363bf50f6d430bbdca4b8edaec3bb7\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1713369352_92363bf50f6d430bbdca4b8edaec3bb7\mask\mask.png
52590,d:\s3_dataset_entire\S3_entire-dataset\1704289769_3965930438d14296a4fada29640ac51c\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704289769_3965930438d14296a4fada29640ac51c\mask\mask.png
52593,d:\s3_dataset_entire\S3_entire-dataset\1704368362_4c759a270e4542f98646a9a560da6f58\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704368362_4c759a270e4542f98646a9a560da6f58\mask\mask.png
52594,d:\s3_dataset_entire\S3_entire-dataset\1709805519_aead52dc34ef40eab376bed2a9cccd9c\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1709805519_aead52dc34ef40eab376bed2a9cccd9c\mask\mask.png
52608,d:\s3_dataset_entire\S3_entire-dataset\1706561510_cd36f9fdb5754772b299cd005d90e354\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706561510_cd36f9fdb5754772b299cd005d90e354\mask\mask.png
52618,d:\s3_dataset_entire\S3_entire-dataset\1689946893_50a722b955c84e84bd704464d16e9bd0\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1689946893_50a722b955c84e84bd704464d16e9bd0\mask\mask.png
52623,d:\s3_dataset_entire\S3_entire-dataset\1711531792_fcf51a4daf584464a235483aba06e563\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1711531792_fcf51a4daf584464a235483aba06e563\mask\mask.png
52626,d:\s3_dataset_entire\S3_entire-dataset\1706101405_d8a042090f704da48dc37c03209e9386\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706101405_d8a042090f704da48dc37c03209e9386\mask\mask.png
52634,d:\s3_dataset_entire\S3_entire-dataset\1702637610_9c7fdd2497e54069832786443d7fa922\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702637610_9c7fdd2497e54069832786443d7fa922\mask\mask.png
52635,d:\s3_dataset_entire\S3_entire-dataset\1704561098_6fcf11304daf4897b79543053669b5ab\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704561098_6fcf11304daf4897b79543053669b5ab\mask\mask.png
52637,d:\s3_dataset_entire\S3_entire-dataset\1707766349_bbd9f31382f4484687c8effcc6e0830d\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707766349_bbd9f31382f4484687c8effcc6e0830d\mask\mask.png
52642,d:\s3_dataset_entire\S3_entire-dataset\1691065259_efb8cb842cbc44f0b6390d31f500edb2\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1691065259_efb8cb842cbc44f0b6390d31f500edb2\mask\mask.png
52647,d:\s3_dataset_entire\S3_entire-dataset\1702388349_747c5e3bbf6143fdbce49f2887eae7ba\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702388349_747c5e3bbf6143fdbce49f2887eae7ba\mask\mask.png
52655,d:\s3_dataset_entire\S3_entire-dataset\1697462474_8c8c4638e3e54d0ebb656fa76a779724\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1697462474_8c8c4638e3e54d0ebb656fa76a779724\mask\mask.png
52658,d:\s3_dataset_entire\S3_entire-dataset\1692862734_4f2897371b7d4417a7f37a7c250fed52\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1692862734_4f2897371b7d4417a7f37a7c250fed52\mask\mask.png
52673,d:\s3_dataset_entire\S3_entire-dataset\1707209835_f0af55343bb04c1bb0edfad8d76301f0\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707209835_f0af55343bb04c1bb0edfad8d76301f0\mask\mask.png
52686,d:\s3_dataset_entire\S3_entire-dataset\1713604953_e83a859f2f4844ce8043529a947df74e\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1713604953_e83a859f2f4844ce8043529a947df74e\mask\mask.png
52695,d:\s3_dataset_entire\S3_entire-dataset\1698775472_dfd49d3b426e434a87e9b18fec4e5b72\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1698775472_dfd49d3b426e434a87e9b18fec4e5b72\mask\mask.png
52704,d:\s3_dataset_entire\S3_entire-dataset\1703665429_8d36d1cfe00041c2892bdbb4b2d461b7\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703665429_8d36d1cfe00041c2892bdbb4b2d461b7\mask\mask.png
52711,d:\s3_dataset_entire\S3_entire-dataset\1704136464_79885a1db1d34a0dbe8f2c5673de8d82\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704136464_79885a1db1d34a0dbe8f2c5673de8d82\mask\mask.png
52712,d:\s3_dataset_entire\S3_entire-dataset\1700811086_b74b03adc3b24e2191da2e4d76fb4600\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1700811086_b74b03adc3b24e2191da2e4d76fb4600\mask\mask.png
52713,d:\s3_dataset_entire\S3_entire-dataset\1703342186_bc1f837c155f4f5791342241fc068bec\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703342186_bc1f837c155f4f5791342241fc068bec\mask\mask.png
52714,d:\s3_dataset_entire\S3_entire-dataset\1698754458_6991b1023cc04642b86d6c84f4b4c7d0\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1698754458_6991b1023cc04642b86d6c84f4b4c7d0\mask\mask.png
52715,d:\s3_dataset_entire\S3_entire-dataset\1702293417_c71ee50aeb6141bea3d64246b9f63d40\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702293417_c71ee50aeb6141bea3d64246b9f63d40\mask\mask.png
52735,d:\s3_dataset_entire\S3_entire-dataset\1712128733_255e0664099f44f89e384bf625d15992\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1712128733_255e0664099f44f89e384bf625d15992\mask\mask.png
52738,d:\s3_dataset_entire\S3_entire-dataset\1694611403_917739d3c8bf41f98a4af61ed7c3a3aa\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1694611403_917739d3c8bf41f98a4af61ed7c3a3aa\mask\mask.png
52739,d:\s3_dataset_entire\S3_entire-dataset\1690460793_8d1b5d97e6a2478f8df3570213c73e98\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690460793_8d1b5d97e6a2478f8df3570213c73e98\mask\mask.png
52746,d:\s3_dataset_entire\S3_entire-dataset\1702385609_af8a8a3d2c3045e2b97ed9c67f14f83b\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702385609_af8a8a3d2c3045e2b97ed9c67f14f83b\mask\mask.png
52750,d:\s3_dataset_entire\S3_entire-dataset\1712839194_037f51b67d3041148a6f63721030c2f8\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1712839194_037f51b67d3041148a6f63721030c2f8\mask\mask.png
52752,d:\s3_dataset_entire\S3_entire-dataset\1704219038_c6a5484fa82949f98f6226f112c774ae\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704219038_c6a5484fa82949f98f6226f112c774ae\mask\mask.png
